position_error,time
4.380629,20.207651
4.378169,20.250155
4.376806,20.30006
4.378964,20.350051
4.376076,20.401079
4.375597,20.450531
4.374062,20.501056
4.374345,20.567148
4.374514,20.612221
4.374885,20.652524
4.374806,20.72506
4.37256,20.757231
4.373094,20.821584
4.374208,20.857579
4.373381,20.907037
4.370947,20.979167
4.370729,21.005238
4.370074,21.055426
4.371951,21.105503
4.371579,21.154947
4.371216,21.225414
4.36765,21.250908
4.365753,21.302459
4.364515,21.351345
4.361602,21.402374
1.795183,21.451371
1.698476,21.502866
2.441169,21.551326
6.93615,21.601243
1.724907,21.67285
6.903975,21.708447
6.876127,21.758546
1.697213,21.808462
6.831043,21.859225
6.811312,21.908417
1.958328,21.958856
6.769319,22.009382
6.707437,22.059012
6.680907,22.10956
6.683628,22.16018
5.714486,22.212244
5.704099,22.259497
6.389888,22.3138
6.235779,22.359171
6.308112,22.431262
6.246356,22.461562
5.981037,22.507047
6.070276,22.560766
6.059782,22.629395
6.010667,22.655207
5.895305,22.729512
5.848504,22.755399
5.055514,22.82476
4.978776,22.880016
5.965609,22.905453
5.969941,22.975735
5.805766,23.012557
5.794859,23.062504
5.76529,23.132644
5.67685,23.158577
5.606789,23.208337
2.875668,23.258481
2.84317,23.321457
3.031518,23.358596
3.132112,23.409208
3.090427,23.482083
2.930337,23.515278
2.610245,23.558466
2.768444,23.609301
2.822551,23.680146
2.76915,23.711808
2.852786,23.755877
2.989248,23.806
2.668784,23.855942
2.752364,23.906409
2.526671,23.957024
2.859016,24.006434
2.418616,24.056416
2.712958,24.10611
2.355312,24.185604
2.342713,24.228206
2.586853,24.263865
2.310408,24.31476
2.006475,24.389323
1.720981,24.415146
1.684789,24.4911
1.637585,24.510444
1.540965,24.556783
1.491388,24.608671
1.433481,24.65934
1.401504,24.729457
1.353595,24.767134
1.301065,24.816464
1.27684,24.890002
1.234997,24.91627
1.194613,24.966979
1.139083,25.01776
1.117417,25.06723
1.080322,25.117967
1.046651,25.168689
1.013785,25.216083
0.983131,25.271952
2.165133,25.31532
2.258291,25.387885
2.325648,25.415573
2.381627,25.484629
2.449263,25.529037
2.520946,25.581174
2.582155,25.614605
2.650397,25.665136
2.728086,25.737193
2.77148,25.762719
2.830373,25.836414
2.908537,25.881166
2.956587,25.931992
3.031204,25.967599
3.098403,26.039705
3.170242,26.069274
3.246687,26.116326
3.312915,26.188225
3.399638,26.228229
3.471428,26.27421
3.540903,26.313913
3.604249,26.392993
3.66342,26.418525
3.720636,26.490558
3.781756,26.518098
3.848979,26.566871
3.900144,26.636872
3.953218,26.674606
4.019601,26.740963
4.060408,26.768976
4.11343,26.833194
4.16906,26.869593
4.244409,26.939508
4.285714,26.969716
4.335227,27.045288
4.419772,27.073563
4.462359,27.127703
4.515527,27.182323
0.561548,27.221146
1.377418,27.272557
0.960297,27.344375
1.141005,27.370236
1.044453,27.444301
1.566733,27.470691
1.549256,27.52029
1.560787,27.5953
1.591442,27.621388
1.599198,27.671686
1.591128,27.721823
1.622049,27.773042
1.591871,27.822613
1.569727,27.87149
1.605606,27.930018
1.606804,27.970955
1.647322,28.021521
1.63991,28.096578
3.046077,28.128627
3.089939,28.172577
3.288874,28.223202
2.994244,28.272877
3.390116,28.332371
3.272776,28.382284
2.898715,28.422718
3.291573,28.494321
2.997516,28.53055
3.221303,28.582383
3.253375,28.659326
3.568486,28.679196
3.656579,28.731039
3.441626,28.775729
3.699159,28.826479
2.786881,28.875521
2.824761,28.949277
2.824429,28.985084
2.828616,29.046111
2.828037,29.082153
2.828192,29.149349
2.829168,29.178703
2.824458,29.235687
2.822953,29.307302
2.819869,29.333465
2.815784,29.405012
2.807284,29.442321
2.799786,29.501556
2.792728,29.527233
4.916337,29.578987
4.776118,29.62794
4.877505,29.677551
4.265667,29.729678
3.79083,29.778515
1.530838,29.850537
0.90602,29.887873
1.124768,29.961637
0.405652,29.987354
0.347633,30.028092
1.161929,30.078936
1.215821,30.132119
1.226816,30.189066
1.272335,30.239859
0.843723,30.287428
0.891648,30.359861
0.188823,30.38592
0.208643,30.437651
0.211834,30.487774
0.171117,30.536566
0.459362,30.608238
0.255705,30.634381
0.438044,30.684796
0.342922,30.73464
0.366006,30.784428
0.357688,30.834036
0.382912,30.896576
0.461296,30.948888
0.505316,30.990386
0.518986,31.035132
0.459475,31.084451
0.496133,31.135012
0.545089,31.19071
0.59307,31.240485
0.622891,31.285417
0.595151,31.33456
0.622774,31.387343
0.655272,31.436561
0.651747,31.507252
0.654371,31.533632
0.672687,31.583061
0.716655,31.646632
0.746061,31.683395
0.748941,31.73515
0.786024,31.799999
0.800635,31.835996
0.804675,31.906606
0.825097,31.942182
0.824623,31.998391
0.837136,32.034463
0.859272,32.106997
0.883108,32.132784
0.898558,32.19263
0.926459,32.243286
1.738677,32.292721
1.971388,32.342972
1.985136,32.396472
2.280807,32.460045
1.955581,32.485982
1.961529,32.556193
2.147386,32.592302
2.229636,32.642358
2.233173,32.693487
2.034797,32.742183
2.013851,32.792038
2.022263,32.862879
2.19605,32.892632
2.167896,32.960541
2.19902,32.990688
2.14313,33.036282
2.055102,33.086233
2.083364,33.147903
2.20507,33.196293
2.346902,33.236993
2.146256,33.307048
2.174837,33.342706
2.298174,33.405776
2.345259,33.452089
2.393113,33.513428
2.403442,33.539084
2.338107,33.589469
2.283308,33.639256
2.196765,33.689578
2.037973,33.739305
1.988856,33.798417
1.85873,33.839816
1.950912,33.907345
1.93647,33.943313
1.920164,33.994384
1.903274,34.058661
1.897745,34.09441
1.885378,34.145955
1.871527,34.196521
1.859757,34.268375
1.848887,34.310579
1.834862,34.346256
1.824308,34.396292
1.813656,34.468486
1.800955,34.51439
1.791337,34.540316
1.772166,34.604614
1.761527,34.642348
1.754183,34.712448
1.744248,34.739075
1.726728,34.794635
1.717507,34.843468
1.701128,34.888199
1.684341,34.956808
1.675807,34.998203
1.66051,35.063257
1.635911,35.100322
1.627317,35.139047
1.599397,35.211192
1.586806,35.265402
1.573372,35.291233
1.555834,35.342182
1.505353,35.414675
1.485114,35.440304
1.462216,35.491443
1.44066,35.542794
1.424298,35.614065
1.404084,35.640059
1.385248,35.711123
1.349591,35.764078
3.548183,35.814525
2.294597,35.839889
2.544461,35.903659
2.778312,35.940129
3.769954,35.990702
4.331915,36.050364
5.559726,36.100283
6.581982,36.1506
6.554713,36.200183
1.744444,36.249941
1.407449,36.300122
3.069527,36.349998
2.200567,36.400226
3.276713,36.451285
2.417848,36.500539
2.90576,36.550455
2.564628,36.600384
3.141043,36.650818
2.649718,36.700979
2.526753,36.775211
2.524082,36.801126
2.295348,36.851527
2.287029,36.907416
2.62613,36.951313
2.387427,37.002805
2.377954,37.065754
1.920342,37.101565
1.876279,37.174217
1.922401,37.200014
2.011854,37.250089
2.024241,37.302448
2.117058,37.349971
2.512134,37.416897
2.373493,37.455849
2.382704,37.503322
2.30259,37.553863
2.400089,37.624511
2.404016,37.650239
2.055082,37.700136
2.050719,37.751602
2.798999,37.800133
2.471775,37.85217
2.451542,37.903362
2.432852,37.972851
2.419069,37.998661
2.403088,38.050063
2.373649,38.118983
2.370318,38.144729
2.345104,38.216959
