position_error,time
4.380629,20.307323
4.377936,20.347791
4.375865,20.397957
4.377955,20.447758
4.375707,20.497781
4.375302,20.547729
4.374811,20.598142
4.375186,20.648821
4.374587,20.714534
4.374979,20.76807
4.375447,20.793439
4.373615,20.843624
4.372775,20.893985
4.372896,20.945477
4.373186,20.993628
4.371286,21.043874
4.371088,21.093661
4.36925,21.144064
4.370519,21.204065
4.370504,21.274985
4.367948,21.300691
4.36465,21.351169
4.361968,21.421963
4.350441,21.447551
1.689276,21.497406
2.237024,21.548805
6.930411,21.597965
1.727544,21.64749
1.723122,21.716997
6.870507,21.760069
1.695858,21.802676
6.829716,21.853094
6.80936,21.902842
1.752321,21.976624
1.748706,22.002486
6.709473,22.052469
6.662272,22.102403
6.62934,22.16329
5.564682,22.203386
5.793818,22.25452
6.385027,22.302852
6.330682,22.354002
6.30366,22.425942
6.243076,22.456899
6.121233,22.501947
5.670316,22.551659
6.039912,22.601961
5.986911,22.669024
5.893599,22.704937
5.851462,22.76481
4.025971,22.805053
5.804572,22.875135
5.758641,22.900419
5.738955,22.950719
3.099441,23.025181
3.079811,23.057381
4.24887,23.101151
5.028018,23.151031
4.468583,23.201
4.430947,23.269031
2.843218,23.304876
2.883613,23.356064
3.079157,23.406564
2.083181,23.455603
2.577554,23.527315
2.500681,23.554171
2.627063,23.603567
2.917068,23.673097
2.507755,23.708874
2.676039,23.758782
2.659147,23.810196
2.276625,23.882642
2.223154,23.915771
2.506133,23.958924
2.72776,24.009692
2.407883,24.08129
2.257628,24.107642
2.409829,24.157589
2.517009,24.209378
1.677228,24.257102
1.860191,24.307095
1.711776,24.357359
1.800185,24.410933
1.795937,24.465937
1.78283,24.507803
1.716401,24.560361
1.702074,24.608133
1.672686,24.679813
1.671743,24.705617
1.654053,24.774238
1.627923,24.828924
1.632354,24.855405
1.618707,24.907263
1.610552,24.955927
1.583521,25.00755
1.595848,25.077801
1.581724,25.10408
1.576874,25.154332
1.565792,25.206775
1.558685,25.255434
4.570975,25.303168
4.597054,25.355486
4.645848,25.42714
4.6898,25.463345
4.742699,25.513102
4.782671,25.56267
4.832481,25.612911
4.886476,25.675929
4.923414,25.71275
4.975188,25.764784
5.018476,25.833107
5.056313,25.869271
5.11444,25.910224
5.166166,25.961455
5.223378,26.029079
5.28391,26.077146
5.3468,26.112382
5.396621,26.166404
5.42498,26.233102
5.479405,26.272521
5.536782,26.323281
5.588356,26.389254
5.646824,26.423079
5.696877,26.485878
5.742727,26.515622
5.777027,26.561551
5.83067,26.611536
5.867959,26.678333
5.903484,26.715968
5.951138,26.782019
5.995143,26.821434
6.036956,26.867863
6.064604,26.940086
6.112688,26.970107
6.143944,27.039515
6.16127,27.067484
6.202775,27.139158
6.2452,27.164683
1.651613,27.215318
0.385692,27.265043
0.874991,27.317649
1.419818,27.36759
1.328906,27.435853
1.565557,27.487714
1.518751,27.513956
1.528914,27.563697
1.49934,27.644831
1.484494,27.671459
