position_error,time
4.380629,20.206707
4.378169,20.249386
4.376806,20.298823
4.378964,20.349206
4.376076,20.39924
4.375597,20.448934
4.374062,20.499851
4.374345,20.548973
4.374514,20.599819
4.374885,20.648978
4.374806,20.699287
4.37256,20.749199
4.373094,20.799574
4.374208,20.848951
4.373381,20.898805
4.370947,20.949011
4.370729,20.998876
4.370074,21.04897
4.371951,21.098849
4.371579,21.148914
4.371216,21.198976
4.36765,21.249063
4.365753,21.319951
4.364515,21.347587
4.361602,21.39591
1.795183,21.445768
1.698476,21.495745
2.441169,21.54553
6.93615,21.595572
1.724907,21.646305
1.71841,21.701204
6.881095,21.745516
1.750657,21.795525
6.841568,21.845539
6.820632,21.895346
2.162901,21.946118
6.782834,21.9954
6.722134,22.045438
6.696692,22.110065
6.70619,22.156365
5.87941,22.207071
5.997194,22.281442
5.969661,22.297683
6.324022,22.358622
6.257675,22.418842
5.974497,22.456885
6.125603,22.507102
6.072899,22.555252
6.025524,22.614747
5.849295,22.654727
5.929163,22.705738
5.386106,22.754736
4.667611,22.805941
5.913795,22.854289
5.859809,22.905772
5.822913,22.954612
5.711813,23.005282
5.663172,23.077308
5.635587,23.103846
3.898247,23.174621
3.873973,23.200574
3.310162,23.250503
3.427662,23.300788
2.884355,23.361775
3.212935,23.401053
3.439726,23.451098
3.320765,23.522826
3.120674,23.5593
3.115227,23.633205
3.064066,23.67354
2.497675,23.709526
2.576417,23.759214
2.408072,23.830916
2.206653,23.856872
2.1313,23.907873
2.605854,23.958205
2.397879,24.006994
2.137131,24.058515
2.272039,24.109935
2.37479,24.174195
2.573256,24.209988
2.383912,24.280772
2.264561,24.306479
2.05343,24.375595
2.073204,24.410667
2.079841,24.464851
2.086627,24.503623
2.060026,24.555169
2.056789,24.615732
2.049171,24.663404
2.064961,24.713955
2.066785,24.784328
2.065055,24.819014
2.086344,24.862234
2.08997,24.914876
2.103643,24.968767
2.103977,25.033424
2.12712,25.059604
2.132152,25.132782
2.144753,25.160276
