position_error,time
4.380629,20.263729
4.378581,20.306313
4.376581,20.37696
4.378655,20.412316
4.375818,20.462427
4.375942,20.51276
4.37389,20.562601
4.375753,20.612436
4.37447,20.663637
4.375554,20.713612
4.374823,20.763026
4.373847,20.837544
4.373549,20.863611
4.374053,20.91358
4.372842,20.963659
4.371882,21.034188
4.370622,21.071223
4.371024,21.109741
4.370706,21.160344
4.371953,21.210063
4.370335,21.26287
4.365819,21.33099
4.365131,21.36367
4.361911,21.427724
1.787641,21.465868
1.70031,21.536122
1.714395,21.561831
6.942266,21.613623
1.725995,21.662129
1.723397,21.728796
6.884748,21.764481
1.697677,21.814306
6.838113,21.886187
6.804561,21.921733
1.708529,21.961886
6.763957,22.033797
6.714899,22.067786
6.670684,22.109398
6.635979,22.167193
5.217833,22.209488
5.369891,22.282064
5.91045,22.318401
6.287596,22.368285
6.30042,22.41945
6.023968,22.46964
6.117812,22.540425
6.051152,22.586348
5.994192,22.63343
6.01743,22.659495
5.890663,22.742143
5.419728,22.767999
4.599379,22.841075
5.753247,22.866768
5.607947,22.91734
1.608035,22.984492
1.57724,23.009705
1.544678,23.080236
1.570503,23.117026
3.249393,23.166691
3.296528,23.217017
2.969163,23.266543
3.34576,23.317667
3.060044,23.366714
2.995721,23.416599
3.064985,23.489602
3.011635,23.524083
2.870105,23.565866
2.69733,23.638563
2.664901,23.677543
2.702524,23.736395
2.682734,23.765936
2.718552,23.813076
2.717623,23.86216
2.352563,23.912569
2.661509,23.962149
2.495074,24.036057
2.455571,24.079663
2.423781,24.115758
2.58502,24.186611
2.224792,24.216002
1.899384,24.262837
1.299205,24.330885
1.5605,24.366905
1.672313,24.417127
1.66996,24.472508
1.662611,24.518452
1.610754,24.5892
1.598657,24.615025
1.579612,24.682638
1.582883,24.741139
1.57114,24.767679
1.55344,24.844364
1.563065,24.87049
1.554211,24.941514
1.55309,24.967426
1.532582,25.039998
1.544458,25.068236
1.536022,25.116162
1.533825,25.168774
1.522397,25.238999
1.516698,25.264732
0.298856,25.31451
0.314305,25.365728
0.320899,25.445047
0.318972,25.471055
0.324282,25.520944
0.330915,25.605561
0.340914,25.62664
0.348106,25.692336
0.369331,25.722478
0.360816,25.773068
0.362046,25.843148
0.377012,25.870048
0.373948,25.918583
0.387145,25.991218
0.393002,26.022612
0.398258,26.066811
0.412161,26.137931
0.418809,26.179327
0.443059,26.242671
0.459764,26.278154
0.465001,26.353552
0.471909,26.379501
0.470891,26.450491
0.468185,26.476363
0.477631,26.52723
0.493439,26.598332
0.492053,26.629665
0.498562,26.690151
0.510085,26.738643
0.502647,26.787757
0.503977,26.834104
0.50751,26.891559
0.528168,26.92877
0.525482,26.977741
0.529702,27.031052
0.562897,27.093887
0.559041,27.129365
0.557574,27.182689
0.055424,27.232736
0.163136,27.281779
0.075282,27.33389
0.169818,27.380023
0.097486,27.456711
0.258505,27.482414
0.160859,27.534033
0.13591,27.58488
0.126008,27.657869
0.08507,27.683714
0.085974,27.734144
0.042182,27.805364
0.124159,27.831432
