position_error,time
4.380629,20.300467
4.378581,20.357184
4.376581,20.392972
4.378655,20.442797
4.375818,20.492772
4.375942,20.542622
4.37389,20.592758
4.375753,20.643034
4.37447,20.693037
4.375554,20.74303
4.374823,20.813707
4.373847,20.839459
4.373549,20.889081
4.374053,20.939193
4.372842,20.989291
4.371882,21.062434
4.370622,21.08832
4.371024,21.152292
4.370706,21.188058
4.371953,21.23812
4.370335,21.288102
4.365819,21.33843
4.365131,21.408893
4.361911,21.456612
1.783924,21.508585
1.759449,21.556661
4.604473,21.602637
6.947354,21.656646
1.726635,21.708085
6.909737,21.767167
6.892983,21.823185
1.696383,21.86778
6.843454,21.914514
6.822482,21.973147
1.758481,22.0168
6.763747,22.063373
6.718252,22.114944
6.671139,22.165152
6.64503,22.208124
5.565877,22.24421
4.874566,22.316032
5.202353,22.355252
4.179476,22.391819
5.319172,22.450601
3.500338,22.498945
4.61759,22.541901
3.617978,22.599173
5.178983,22.649097
3.553001,22.700662
4.352262,22.741779
3.707408,22.801487
3.495414,22.845875
5.855876,22.891728
5.823923,22.943293
5.835325,22.993137
5.73229,23.04285
3.548081,23.091438
3.542181,23.144265
3.051661,23.198355
2.954873,23.242666
3.003477,23.300177
3.299114,23.352542
3.477665,23.402551
2.923651,23.442101
3.085932,23.503727
2.86197,23.552633
2.668061,23.602702
3.175284,23.653025
3.214361,23.72732
3.170086,23.743478
3.077248,23.793566
2.807431,23.843261
2.648468,23.91443
2.386162,23.961794
2.523151,24.003131
2.632198,24.051381
2.610806,24.101369
2.714122,24.175746
2.070127,24.211761
2.183548,24.273766
2.126677,24.299613
1.663592,24.349588
1.814224,24.401819
1.988329,24.478653
1.95107,24.495101
1.902144,24.545599
1.817402,24.627358
1.769416,24.653506
1.717058,24.704805
1.678321,24.754949
1.631859,24.804809
1.579544,24.854712
1.552652,24.904155
1.512033,24.954235
1.474083,25.027424
1.43085,25.062644
1.409948,25.103589
1.381512,25.156109
1.349167,25.20645
1.322681,25.257018
1.298462,25.326465
3.831912,25.360882
3.843092,25.402904
