position_error,time
4.380629,20.349631
4.377936,20.392195
4.375865,20.462877
4.377955,20.488738
4.375707,20.539136
4.375302,20.588636
4.374811,20.638683
4.375186,20.70994
4.374587,20.735464
4.374979,20.7857
4.375447,20.835355
4.373615,20.886549
4.372775,20.935776
4.372896,20.986071
4.373186,21.035737
4.371286,21.089569
4.371088,21.135394
4.36925,21.185568
4.370519,21.257042
4.370504,21.292535
4.367948,21.364317
4.36465,21.408769
4.361968,21.449439
1.751867,21.507955
1.696003,21.55252
2.741511,21.605519
6.944485,21.651319
1.723689,21.706767
6.983634,21.763357
6.891155,21.818031
1.698249,21.860293
6.929101,21.917414
6.902824,21.965945
4.605369,22.010428
6.886001,22.060846
6.745559,22.112174
6.732078,22.160081
6.734288,22.206257
5.719586,22.24603
5.234714,22.295992
4.839324,22.36723
4.815971,22.397104
5.360972,22.456672
2.925704,22.494039
4.676688,22.565233
4.633386,22.596394
5.002647,22.648911
3.538374,22.690957
4.746401,22.743338
3.046546,22.790993
2.947891,22.841017
5.823633,22.890563
5.780809,22.945261
5.768395,22.998889
5.6814,23.041643
5.627665,23.090922
3.538342,23.141226
2.688402,23.198455
3.02195,23.241112
2.990059,23.308411
3.326126,23.36078
3.031012,23.39704
3.088546,23.447536
2.675819,23.498144
2.482818,23.547762
2.944856,23.614429
2.734719,23.665224
2.596243,23.712353
2.482849,23.759324
2.293276,23.798357
2.279158,23.848223
2.531831,23.898494
2.028084,23.950492
2.252784,24.000288
2.124313,24.048843
1.893245,24.099003
2.601869,24.173539
2.124834,24.210262
2.374153,24.271149
1.750884,24.304803
1.759246,24.34704
1.846016,24.419617
1.812266,24.453699
1.78996,24.496088
1.757087,24.568033
1.693618,24.593832
1.662707,24.667025
1.625008,24.701578
1.606563,24.742854
1.57904,24.796707
1.548962,24.865169
1.53803,24.901827
1.516523,24.973382
1.498476,25.002389
1.470944,25.075399
1.464123,25.101193
1.450899,25.151614
1.43772,25.220628
1.425977,25.246858
1.418402,25.313056
4.618752,25.359152
4.643773,25.415998
4.692805,25.45138
4.740062,25.523038
4.795743,25.548623
4.83822,25.611273
4.887053,25.651553
4.939347,25.69983
4.980177,25.749511
5.032608,25.799757
5.075442,25.853384
5.118556,25.898543
5.177926,25.969705
5.233871,26.00015
5.290742,26.07294
5.350533,26.100886
5.413919,26.166493
5.468022,26.220703
5.500126,26.2461
5.558554,26.307529
5.618489,26.378891
5.674713,26.406188
5.737018,26.457095
5.792428,26.513943
5.841305,26.576579
5.878309,26.620269
5.934176,26.666417
5.970801,26.712316
6.010988,26.772423
6.060654,26.814768
6.107825,26.870873
6.149561,26.90804
6.178651,26.97449
6.228194,27.010027
6.261941,27.064417
6.285971,27.131933
6.333073,27.157441
6.378607,27.230815
0.479762,27.27571
0.436571,27.311325
0.565025,27.383392
0.406652,27.430862
0.556106,27.457026
0.529113,27.506976
0.682264,27.564506
0.508182,27.606487
0.295779,27.657725
0.182892,27.711941
0.258066,27.756615
0.062771,27.806754
0.063139,27.878927
0.483887,27.92516
0.093862,27.954853
0.131329,28.015318
0.110285,28.06473
0.203934,28.114753
0.09769,28.186561
0.124738,28.223503
0.396682,28.262481
0.061232,28.336703
0.145563,28.366821
0.336128,28.430118
0.027594,28.465985
0.177406,28.516275
0.16156,28.566066
0.489605,28.617071
0.676915,28.66612
0.791028,28.716347
0.693097,28.784052
0.662651,28.812736
0.463937,28.867006
0.295147,28.9098
1.024664,28.960379
1.029233,29.032216
1.052595,29.067974
1.057098,29.120052
1.061268,29.173564
1.065485,29.224253
1.070083,29.286799
1.074433,29.313075
1.085234,29.385432
1.080669,29.424303
1.086262,29.491054
1.081916,29.517678
1.083941,29.569165
0.079313,29.617131
0.017758,29.667175
0.233909,29.717072
0.134103,29.767584
0.045169,29.817838
0.049578,29.884168
0.274287,29.923577
0.218266,29.970411
0.10453,30.020148
0.057551,30.070062
0.23861,30.120357
0.261459,30.170207
0.333417,30.220274
0.232778,30.271037
0.353423,30.336722
0.366719,30.372817
0.418849,30.422876
0.423717,30.47279
