position_error,time
4.380629,20.280531
4.378581,20.325847
4.376581,20.370169
4.378655,20.420982
4.375818,20.470868
4.375942,20.520094
4.37389,20.570191
4.375753,20.620331
4.37447,20.670192
4.375554,20.72216
4.374823,20.770258
4.373847,20.820288
4.373549,20.870366
4.374053,20.920472
4.372842,20.970703
4.371882,21.020973
4.370622,21.070185
4.371024,21.120158
4.370706,21.171224
4.371953,21.238539
4.370335,21.294656
4.365819,21.320041
4.365131,21.401617
4.361911,21.427564
1.785934,21.477435
1.762087,21.527922
3.564901,21.597758
6.935066,21.64636
1.723664,21.697706
1.722862,21.735181
6.880523,21.773356
6.869936,21.823551
1.689471,21.873473
6.81695,21.928799
6.790515,21.976393
1.726482,22.02334
6.726755,22.073414
6.664132,22.123344
6.646802,22.173562
5.327589,22.223483
4.442458,22.273403
5.016562,22.3333
3.294701,22.373376
4.612423,22.449072
3.310736,22.474828
3.81699,22.524786
2.819599,22.586965
4.029191,22.632098
3.148412,22.697773
3.911932,22.750245
2.995281,22.78276
2.630697,22.835386
5.796732,22.876242
5.752631,22.92597
5.755918,22.995267
5.66449,23.044827
5.606623,23.080999
3.539,23.131341
2.953807,23.181116
3.26917,23.23123
3.65694,23.28126
3.318469,23.331356
3.110388,23.382006
3.265884,23.431552
3.152086,23.498781
3.141467,23.539595
3.051515,23.584714
3.354707,23.635912
3.142095,23.707955
2.759168,23.745551
2.75744,23.783873
2.492122,23.833975
2.659344,23.887099
2.687443,23.934126
2.343497,24.007046
2.304058,24.042407
2.146853,24.083111
2.164301,24.132833
2.495274,24.183968
2.169553,24.232805
1.815625,24.282956
1.716869,24.33278
1.856433,24.383028
1.675242,24.433268
1.635649,24.483049
1.58614,24.55976
1.50116,24.58545
1.454954,24.635995
1.401823,24.709364
1.365424,24.73963
1.318302,24.788785
1.269807,24.835219
1.24415,24.891508
1.207149,24.935668
1.174505,24.988077
1.133983,25.051011
1.115266,25.089195
1.091301,25.147196
1.065177,25.203966
1.04656,25.246873
1.032239,25.282585
4.624634,25.332719
4.647314,25.403911
4.697055,25.429542
4.741841,25.508801
4.794919,25.538703
4.83484,25.594745
4.882918,25.650954
4.93725,25.686476
4.977515,25.759857
5.028363,25.786521
5.068588,25.858771
5.114179,25.88516
5.173746,25.935127
5.230589,25.989759
5.289847,26.035676
5.347803,26.087905
5.415106,26.135853
5.466167,26.205666
5.499981,26.231385
5.558149,26.314556
5.620517,26.349424
5.673845,26.39069
5.734411,26.462076
5.7881,26.49071
5.833963,26.537747
5.870888,26.60024
5.928219,26.658533
5.963293,26.694845
6.002392,26.745436
6.052242,26.815486
6.098489,26.845879
6.140449,26.906528
6.168048,26.948109
6.216095,26.99228
6.249123,27.064906
6.273486,27.096351
6.321111,27.140567
6.364044,27.193971
1.181661,27.241104
2.07395,27.291115
0.421783,27.340924
1.464732,27.390882
1.085583,27.463722
1.087045,27.489766
1.067261,27.539505
1.609275,27.589746
1.730072,27.650613
1.305969,27.699674
